page,product_id,product_name,old_url,new_url,status
39,13600390,Rear right chassis and its parts,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710286_76860471-5344-45df-8090-0cef5371c11d.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710286_76860471-5344-45df-8090-0cef5371c11d.jpeg,UPDATED
39,13600390,Rear right chassis and its parts,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710286_7ae8ecf1-79be-4751-899e-396f775809bb.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710286_7ae8ecf1-79be-4751-899e-396f775809bb.jpeg,UPDATED
39,13600391,Cable Harness,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710575_2c335820-0032-43a0-b15d-8f10d46685fe.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710575_2c335820-0032-43a0-b15d-8f10d46685fe.jpg,UPDATED
39,13600391,Cable Harness,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710575_4742aaf5-8888-4ea2-a257-dd804b3ea8b5.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710575_4742aaf5-8888-4ea2-a257-dd804b3ea8b5.jpg,UPDATED
39,13600392,Speedometer,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710581_42f4c1f2-02d0-46a8-8682-1a6b56b62e61.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710581_42f4c1f2-02d0-46a8-8682-1a6b56b62e61.jpg,UPDATED
39,13600392,Speedometer,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710581_c45a18d1-0b01-4b21-a5a4-d668619afaac.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710581_c45a18d1-0b01-4b21-a5a4-d668619afaac.jpg,UPDATED
39,13600393,Air Filter Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710654_4dfea871-9c9e-495f-a534-c80bccd041e8.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710654_4dfea871-9c9e-495f-a534-c80bccd041e8.jpg,UPDATED
39,13600393,Air Filter Box,https://d1ef4a9755q128.cloudfront.net/images/JVlNnjdlRy/1050x700/24710654_4c42ebf2-38af-4f3e-8e53-3ee8bb134a98.jpg,https://static.recar.lt/images/JVlNnjdlRy/24710654_4c42ebf2-38af-4f3e-8e53-3ee8bb134a98.jpg,UPDATED
39,13600394,Air conditioning,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710672_ed55b67d-d516-49c4-8c87-f3583d1522eb.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710672_ed55b67d-d516-49c4-8c87-f3583d1522eb.jpeg,UPDATED
39,13600394,Air conditioning,https://d1ef4a9755q128.cloudfront.net/images/m0zyW9doKY/1050x700/24710672_022008a4-58b6-400e-b96d-c7d15a7ce8bd.jpeg,https://static.recar.lt/images/m0zyW9doKY/24710672_022008a4-58b6-400e-b96d-c7d15a7ce8bd.jpeg,UPDATED
